,Unnamed: 0,Incident_Num,Incident_Type,Precinct,Sector,Beat,Officer_ID,Subject_ID,Subject_Race,Subject_Gender,date,count,race_weights,pop,weight_count
9881,10364,47152,1,West,DAVID,D1,1814,20801,White,Male,2019-08-04 19:05:00,1.0,0.68,512.499,0.0019512233194601354
9882,10365,47177,1,West,DAVID,D1,1682,20801,White,Male,2019-08-04 18:51:00,1.0,0.68,512.499,0.0019512233194601354
9883,10366,49028,2,Southwest,WILLIAM,W2,1219,6419,Black or African American,Female,2019-09-26 04:30:00,1.0,0.07,52.757,0.018954830638588244
9884,10367,49191,2,North,UNION,U1,2188,19687,Black or African American,Male,2019-09-30 20:15:00,1.0,0.07,52.757,0.018954830638588244
9885,10368,49188,2,North,UNION,U1,655,19687,Black or African American,Male,2019-09-30 20:15:00,1.0,0.07,52.757,0.018954830638588244
9886,10369,49418,1,South,SAM,S1,2314,21379,White,Male,2019-10-05 21:16:00,1.0,0.68,512.499,0.0019512233194601354
9887,10370,49419,1,South,SAM,S1,4836,21379,White,Male,2019-10-05 21:06:00,1.0,0.68,512.499,0.0019512233194601354
9888,10371,49421,1,South,SAM,S1,5087,21379,White,Male,2019-10-05 20:14:00,1.0,0.68,512.499,0.0019512233194601354
9894,10378,49299,1,North,NORA,N1,188,21350,Black or African American,Male,2019-10-02 14:56:00,1.0,0.07,52.757,0.018954830638588244
9895,10379,49302,1,North,NORA,N1,701,21350,Black or African American,Male,2019-10-02 16:30:00,1.0,0.07,52.757,0.018954830638588244
9896,10380,49300,1,North,NORA,N1,2475,21350,Black or African American,Male,2019-10-02 16:00:00,1.0,0.07,52.757,0.018954830638588244
9897,10381,49343,1,North,NORA,N1,1612,21350,Black or African American,Male,2019-10-02 13:34:00,1.0,0.07,52.757,0.018954830638588244
9898,10382,49306,1,South,SAM,S2,1770,18806,Black or African American,Male,2019-10-02 19:33:00,1.0,0.07,52.757,0.018954830638588244
9899,10383,49307,1,South,SAM,S2,334,18806,Black or African American,Male,2019-10-02 19:33:00,1.0,0.07,52.757,0.018954830638588244
9900,10384,49402,1,North,NORA,N3,2095,21374,American Indian/Alaska Native,Male,2019-10-04 18:30:00,1.0,0.006,4.522,0.22114108801415303
9901,10385,49403,1,North,UNION,U3,2309,21374,American Indian/Alaska Native,Male,2019-10-04 17:03:00,1.0,0.006,4.522,0.22114108801415303
9902,10386,49183,1,East,EDWARD,E1,2455,21324,Black or African American,Male,2019-09-30 15:50:00,1.0,0.07,52.757,0.018954830638588244
9903,10387,48638,1,West,DAVID,D3,1881,21216,White,Female,2019-09-16 20:38:00,1.0,0.68,512.499,0.0019512233194601354
9904,10388,48640,1,West,DAVID,D3,5140,21216,White,Female,2019-09-16 20:45:00,1.0,0.68,512.499,0.0019512233194601354
9905,10389,48921,1,West,DAVID,D3,2243,14901,Black or African American,Male,2019-09-24 12:42:00,1.0,0.07,52.757,0.018954830638588244
9906,10390,49072,1,West,MARY,M2,1604,21300,White,Male,2019-09-27 21:45:00,1.0,0.68,512.499,0.0019512233194601354
9907,10391,48748,2,West,DAVID,D3,1604,21235,Black or African American,Male,2019-09-19 01:00:00,1.0,0.07,52.757,0.018954830638588244
9908,10392,49362,2,West,KING,K2,2148,21366,White,Male,2019-10-03 18:40:00,1.0,0.68,512.499,0.0019512233194601354
9909,10393,49363,2,West,KING,K2,2200,21365,White,Male,2019-10-03 18:40:00,1.0,0.68,512.499,0.0019512233194601354
9910,10394,49567,1,South,ROBERT,R2,1252,15616,White,Male,2019-10-09 05:53:00,1.0,0.68,512.499,0.0019512233194601354
9911,10395,49567,1,South,ROBERT,R2,1252,20382,Black or African American,Female,2019-10-09 05:53:00,1.0,0.07,52.757,0.018954830638588244
9912,10396,49309,1,East,GEORGE,G1,2224,21353,White,Female,2019-09-30 00:05:00,1.0,0.68,512.499,0.0019512233194601354
9913,10397,49488,1,South,OCEAN,O3,5239,21380,White,Female,2019-10-06 02:48:00,1.0,0.68,512.499,0.0019512233194601354
9914,10398,49490,1,1508 S BENNETT ST,SAM,O,2187,21380,White,Female,2019-10-06 02:14:00,1.0,0.68,512.499,0.0019512233194601354
9915,10399,49495,1,South,SAM,S1,5087,21396,Black or African American,Female,2019-10-07 21:32:00,1.0,0.07,52.757,0.018954830638588244
9916,10400,49496,1,South,SAM,S1,2314,21396,Black or African American,Female,2019-10-07 22:06:00,1.0,0.07,52.757,0.018954830638588244
9917,10401,49498,1,South,SAM,S1,1749,21396,Black or African American,Female,2019-10-07 22:05:00,1.0,0.07,52.757,0.018954830638588244
9918,10402,49504,1,South,SAM,S1,5268,21396,Black or African American,Female,2019-10-07 22:05:00,1.0,0.07,52.757,0.018954830638588244
9919,10406,49825,1,North,JOHN,J3,1665,9356,Black or African American,Male,2019-10-16 15:22:00,1.0,0.07,52.757,0.018954830638588244
9920,10407,48588,1,West,DAVID,D2,4761,21205,Black or African American,Male,2019-09-15 19:37:00,1.0,0.07,52.757,0.018954830638588244
9921,10408,48643,2,West,DAVID,D2,2448,21218,White,Female,2019-09-17 00:45:00,1.0,0.68,512.499,0.0019512233194601354
9922,10409,48658,2,East,GEORGE,G1,5239,21218,White,Female,2019-09-17 00:40:00,1.0,0.68,512.499,0.0019512233194601354
9923,10410,49394,2,North,LINCOLN,L1,1229,21373,White,Male,2019-10-04 12:00:00,1.0,0.68,512.499,0.0019512233194601354
9925,10414,49932,1,East,EDWARD,E1,1143,21510,White,Female,2019-10-19 21:55:00,1.0,0.68,512.499,0.0019512233194601354
9926,10415,49093,1,North,NORA,N3,1198,18793,White,Female,2019-09-28 12:49:00,1.0,0.68,512.499,0.0019512233194601354
9927,10416,49934,1,North,UNION,U2,2140,18995,Black or African American,Female,2019-10-20 02:11:00,1.0,0.07,52.757,0.018954830638588244
9928,10417,49936,1,North,UNION,U2,5131,18995,Black or African American,Female,2019-10-20 02:37:00,1.0,0.07,52.757,0.018954830638588244
9929,10418,48830,2,West,MARY,M1,2297,3078,Black or African American,Male,2019-09-21 15:37:00,1.0,0.07,52.757,0.018954830638588244
9930,10419,48831,2,West,MARY,M1,4743,3078,Black or African American,Male,2019-09-21 15:37:00,1.0,0.07,52.757,0.018954830638588244
9931,10420,49663,1,North,NORA,N3,1582,16827,Black or African American,Male,2019-10-09 12:38:00,1.0,0.07,52.757,0.018954830638588244
9932,10421,49902,1,Southwest,WILLIAM,W3,1100,21505,White,Female,2019-10-18 15:32:00,1.0,0.68,512.499,0.0019512233194601354
9934,10424,47623,2,East,EDWARD,E2,1853,20940,White,Male,2019-08-16 04:17:00,1.0,0.68,512.499,0.0019512233194601354
9935,10425,47629,2,East,EDWARD,E2,5115,20940,White,Male,2019-08-16 04:23:00,1.0,0.68,512.499,0.0019512233194601354
9936,10426,47622,2,East,EDWARD,E2,1850,20940,White,Male,2019-08-16 04:17:00,1.0,0.68,512.499,0.0019512233194601354
9937,10427,49712,2,East,CHARLIE,C2,1862,21468,Black or African American,Male,2019-10-12 00:07:00,1.0,0.07,52.757,0.018954830638588244
9938,10428,49710,2,East,CHARLIE,C2,1058,21469,Black or African American,Male,2019-10-12 23:39:00,1.0,0.07,52.757,0.018954830638588244
9939,10429,49045,2,West,DAVID,D3,2297,19995,White,Male,2019-09-26 13:48:00,1.0,0.68,512.499,0.0019512233194601354
9940,10430,49049,2,West,DAVID,D3,2483,19995,White,Male,2019-09-26 14:07:00,1.0,0.68,512.499,0.0019512233194601354
9941,10431,49015,2,West,DAVID,D3,2243,19995,White,Male,2019-09-26 14:07:00,1.0,0.68,512.499,0.0019512233194601354
9943,10433,49704,2,North,LINCOLN,L1,2209,21464,Black or African American,Male,2019-10-12 20:15:00,1.0,0.07,52.757,0.018954830638588244
9945,10435,49907,1,Southwest,FRANK,F1,1734,21505,White,Female,2019-10-18 16:02:00,1.0,0.68,512.499,0.0019512233194601354
9948,10441,49714,1,West,DAVID,D2,1782,21473,White,Male,2019-10-13 04:38:00,1.0,0.68,512.499,0.0019512233194601354
9949,10442,49075,2,West,MARY,M3,5081,21303,White,Male,2019-09-28 00:43:00,1.0,0.68,512.499,0.0019512233194601354
9950,10443,49077,2,West,MARY,M3,1577,21303,White,Male,2019-09-28 00:35:00,1.0,0.68,512.499,0.0019512233194601354
9951,10444,49076,1,West,MARY,M3,1550,21302,White,Male,2019-09-28 00:35:00,1.0,0.68,512.499,0.0019512233194601354
9952,10445,49078,1,West,MARY,M3,1604,21302,White,Male,2019-09-28 00:43:00,1.0,0.68,512.499,0.0019512233194601354
9953,10446,47561,2,East,CHARLIE,C3,1874,3684,Black or African American,Male,2019-08-15 00:07:00,1.0,0.07,52.757,0.018954830638588244
9954,10447,47565,2,East,CHARLIE,C3,2334,3684,Black or African American,Male,2019-08-14 23:58:00,1.0,0.07,52.757,0.018954830638588244
9955,10448,47604,1,East,CHARLIE,C3,1804,3684,Black or African American,Male,2019-08-15 00:00:00,1.0,0.07,52.757,0.018954830638588244
9956,10449,47714,1,East,CHARLIE,C3,2224,3684,Black or African American,Male,2019-08-15 00:00:00,1.0,0.07,52.757,0.018954830638588244
9957,10450,49107,2,West,MARY,M3,1720,11592,Black or African American,Male,2019-09-29 15:30:00,1.0,0.07,52.757,0.018954830638588244
9958,10451,49105,2,West,MARY,M3,4758,11592,Black or African American,Male,2019-09-29 16:09:00,1.0,0.07,52.757,0.018954830638588244
9960,10453,49113,2,West,MARY,M3,1658,11592,Black or African American,Male,2019-09-29 15:15:00,1.0,0.07,52.757,0.018954830638588244
9961,10454,49311,2,West,MARY,M3,1604,3460,American Indian/Alaska Native,Male,2019-10-02 22:51:00,1.0,0.006,4.522,0.22114108801415303
9962,10455,49314,2,West,MARY,M3,5019,3460,American Indian/Alaska Native,Male,2019-10-02 22:54:00,1.0,0.006,4.522,0.22114108801415303
9965,10458,49908,1,West,DAVID,D2,2308,20992,White,Male,2019-10-07 01:50:00,1.0,0.68,512.499,0.0019512233194601354
9967,10460,49816,1,West,MARY,M2,2307,17005,White,Male,2019-10-16 12:47:00,1.0,0.68,512.499,0.0019512233194601354
9968,10461,49872,1,South,SAM,S1,4836,21495,Hispanic or Latino,Male,2019-10-17 21:30:00,1.0,0.066,49.743,0.020103331121966907
9969,10462,49904,1,West,KING,K2,2159,21506,White,Female,2019-10-18 19:20:00,1.0,0.68,512.499,0.0019512233194601354
9970,10463,49905,1,West,KING,K2,5112,21506,White,Female,2019-10-18 20:10:00,1.0,0.68,512.499,0.0019512233194601354
9972,10465,49944,1,West,DAVID,D1,2238,21518,White,Female,2019-10-20 21:27:00,1.0,0.68,512.499,0.0019512233194601354
9973,10466,50093,1,West,KING,K3,5064,21545,Black or African American,Male,2019-10-23 23:16:00,1.0,0.07,52.757,0.018954830638588244
9975,10469,50235,1,North,UNION,U1,1792,11205,White,Male,2019-10-28 13:29:00,1.0,0.68,512.499,0.0019512233194601354
9976,10470,50236,1,North,UNION,U1,2309,11205,White,Male,2019-10-28 00:00:00,1.0,0.68,512.499,0.0019512233194601354
9977,10472,50366,1,West,KING,K1,2438,16505,Black or African American,Female,2019-10-31 20:30:00,1.0,0.07,52.757,0.018954830638588244
9978,10473,50368,1,West,MARY,M3,5019,16505,Black or African American,Female,2019-10-31 20:25:00,1.0,0.07,52.757,0.018954830638588244
9983,10478,50414,1,West,KING,K3,1168,21616,Black or African American,Male,2019-11-02 22:46:00,1.0,0.07,52.757,0.018954830638588244
9984,10479,50415,1,West,KING,K3,1735,21616,Black or African American,Male,2019-11-02 22:46:00,1.0,0.07,52.757,0.018954830638588244
9985,10480,50420,1,North,UNION,U2,1792,21621,White,Female,2019-11-03 17:05:00,1.0,0.68,512.499,0.0019512233194601354
9988,10483,50502,1,South,SAM,S3,1265,21643,Black or African American,Male,2019-11-05 09:56:00,1.0,0.07,52.757,0.018954830638588244
9989,10484,50524,1,East,EDWARD,E3,2343,21645,White,Male,2019-11-06 00:15:00,1.0,0.68,512.499,0.0019512233194601354
9990,10485,50529,1,North,BOY,B2,1229,21646,Black or African American,Male,2019-11-06 05:00:00,1.0,0.07,52.757,0.018954830638588244
9991,10486,50532,1,North,BOY,B2,1205,21646,Black or African American,Male,2019-11-06 05:00:00,1.0,0.07,52.757,0.018954830638588244
9992,10487,50604,1,North,BOY,B2,701,21666,White,Male,2019-11-02 23:35:00,1.0,0.68,512.499,0.0019512233194601354
9993,10488,50634,1,South,SAM,S2,1652,21405,Asian,Male,2019-11-08 14:30:00,1.0,0.151,113.805,0.008786960151135713
9994,10489,50637,1,South,SAM,S2,1554,21405,Asian,Male,2019-11-08 14:30:00,1.0,0.151,113.805,0.008786960151135713
9995,10490,50640,1,North,BOY,B2,1833,21666,White,Male,2019-11-02 01:10:00,1.0,0.68,512.499,0.0019512233194601354
9996,10491,50648,1,South,OCEAN,O2,5475,21671,Asian,Female,2019-11-06 14:00:00,1.0,0.151,113.805,0.008786960151135713
9997,10492,50664,1,South,SAM,S2,1268,21405,Asian,Male,2019-11-08 14:30:00,1.0,0.151,113.805,0.008786960151135713
9999,10494,50673,1,South,OCEAN,O1,4836,11301,Asian,Female,2019-11-10 16:55:00,1.0,0.151,113.805,0.008786960151135713
10000,10495,50790,1,West,MARY,M1,1889,21716,White,Male,2019-11-14 21:15:00,1.0,0.68,512.499,0.0019512233194601354
10001,10496,50793,1,West,MARY,M1,1604,21716,White,Male,2019-11-14 21:14:00,1.0,0.68,512.499,0.0019512233194601354
10002,10498,50906,1,North,BOY,B1,898,21689,White,Female,2019-11-18 12:20:00,1.0,0.68,512.499,0.0019512233194601354
10003,10499,50684,1,North,BOY,B2,1826,21689,White,Female,2019-11-11 13:30:00,1.0,0.68,512.499,0.0019512233194601354
10004,10500,50684,1,North,BOY,B2,1826,21690,White,Male,2019-11-11 13:30:00,1.0,0.68,512.499,0.0019512233194601354
10005,10501,50835,1,North,UNION,U2,1226,21726,Black or African American,Male,2019-11-16 04:12:00,1.0,0.07,52.757,0.018954830638588244
10006,10502,50841,1,North,UNION,U2,1806,21726,Black or African American,Male,2019-11-16 04:00:00,1.0,0.07,52.757,0.018954830638588244
10007,10503,50845,1,North,UNION,U2,1867,21726,Black or African American,Male,2019-11-16 03:40:00,1.0,0.07,52.757,0.018954830638588244
10008,10504,50603,1,West,DAVID,D2,2109,21665,White,Male,2019-11-08 01:48:00,1.0,0.68,512.499,0.0019512233194601354
10009,10505,50656,1,West,DAVID,D3,1750,21679,White,Male,2019-11-10 01:15:00,1.0,0.68,512.499,0.0019512233194601354
10013,10510,51053,2,South,OCEAN,O2,2451,21774,White,Male,2019-11-21 22:16:00,1.0,0.68,512.499,0.0019512233194601354
10014,10511,50675,1,Southwest,FRANK,F1,1693,16448,Black or African American,Female,2019-11-10 10:44:00,1.0,0.07,52.757,0.018954830638588244
10015,10512,50675,1,Southwest,FRANK,F1,2393,16448,Black or African American,Female,2019-11-10 10:44:00,1.0,0.07,52.757,0.018954830638588244
10016,10513,50843,1,Southwest,FRANK,F1,1693,16448,Black or African American,Female,2019-11-10 10:45:00,1.0,0.07,52.757,0.018954830638588244
10017,10514,51151,1,Southwest,FRANK,F1,2330,16448,Black or African American,Female,2019-11-10 10:44:00,1.0,0.07,52.757,0.018954830638588244
10018,10515,50685,2,East,EDWARD,E3,1880,12833,Black or African American,Male,2019-11-11 19:57:00,1.0,0.07,52.757,0.018954830638588244
10021,10518,51466,1,East,EDWARD,E1,1203,21895,Black or African American,Male,2019-12-08 12:07:00,1.0,0.07,52.757,0.018954830638588244
10022,10519,51471,1,East,EDWARD,E1,2334,21895,Black or African American,Male,2019-12-08 12:07:00,1.0,0.07,52.757,0.018954830638588244
10023,10520,50854,2,South,SAM,S1,2350,12433,Hispanic or Latino,Male,2019-11-17 01:15:00,1.0,0.066,49.743,0.020103331121966907
10024,10521,50865,2,South,SAM,S1,5087,12433,Hispanic or Latino,Male,2019-11-17 00:41:00,1.0,0.066,49.743,0.020103331121966907
10025,10522,50866,2,South,SAM,S1,4836,12433,Hispanic or Latino,Male,2019-11-17 01:00:00,1.0,0.066,49.743,0.020103331121966907
10029,10526,50902,1,10049 COLLEGE WY N,NORA,N,701,21740,Black or African American,Female,2019-11-18 14:20:00,1.0,0.07,52.757,0.018954830638588244
10030,10527,50904,1,10049 COLLEGE WY N,NORA,N,2223,21740,Black or African American,Female,2019-11-18 14:20:00,1.0,0.07,52.757,0.018954830638588244
10031,10528,50907,1,10049 COLLEGE WY N,NORA,N,2203,21740,Black or African American,Female,2019-11-18 14:15:00,1.0,0.07,52.757,0.018954830638588244
10032,10529,50908,1,10049 COLLEGE WY N,NORA,N,5258,21740,Black or African American,Female,2019-11-18 14:15:00,1.0,0.07,52.757,0.018954830638588244
10033,10530,51377,1,NE 78 ST / 8 AV NE,NORA,L,2203,21876,White,Female,2019-12-05 12:20:00,1.0,0.68,512.499,0.0019512233194601354
10035,10534,51194,1,120 REPUBLICAN ST,WILLIAM,Q,1881,21821,White,Female,2019-11-27 20:55:00,1.0,0.68,512.499,0.0019512233194601354
10036,10535,51195,1,120 REPUBLICAN ST,WILLIAM,Q,1254,21821,White,Female,2019-11-27 21:00:00,1.0,0.68,512.499,0.0019512233194601354
10038,10537,51127,1,1401 2 AV,WILLIAM,M,2141,21795,White,Female,2019-11-25 17:14:00,1.0,0.68,512.499,0.0019512233194601354
10039,10538,51146,1,401 QUEEN ANNE AV N,WILLIAM,Q,4763,21793,Black or African American,Male,2019-11-25 12:03:00,1.0,0.07,52.757,0.018954830638588244
10040,10539,51612,1,1718 MELROSE AV,EDWARD,E,1880,1077,White,Female,2019-12-12 00:26:00,1.0,0.68,512.499,0.0019512233194601354
10041,10540,51065,1,14044 12 AV NE,NORA,L,2156,21820,Black or African American,Male,2019-11-23 18:59:00,1.0,0.07,52.757,0.018954830638588244
10043,10542,51598,1,13200 AURORA AV N,NORA,N,2135,21937,Hispanic or Latino,Male,2019-12-05 23:52:00,1.0,0.066,49.743,0.020103331121966907
10044,10543,51451,1,10011 WALLINGFORD AV N,NORA,N,1612,21890,White,Female,2019-12-07 14:48:00,1.0,0.68,512.499,0.0019512233194601354
10045,10544,51452,1,10011 WALLINGFORD AV N,NORA,N,2475,21890,White,Female,2019-12-07 15:11:00,1.0,0.68,512.499,0.0019512233194601354
10046,10545,51208,1,645 NW 45 ST,NORA,B,1642,21828,White,Male,2019-11-29 22:46:00,1.0,0.68,512.499,0.0019512233194601354
10047,10546,51209,1,645 NW 45 ST,NORA,B,1833,21828,White,Male,2019-11-29 23:55:00,1.0,0.68,512.499,0.0019512233194601354
10048,10547,51237,1,1010 4 AV,WILLIAM,K,5308,21844,White,Male,2019-12-01 19:56:00,1.0,0.68,512.499,0.0019512233194601354
10049,10548,51340,1,10049 COLLEGE WY N,NORA,N,1226,15492,White,Male,2019-12-04 11:20:00,1.0,0.68,512.499,0.0019512233194601354
10050,10549,51347,1,10049 COLLEGE WY N,NORA,N,736,21868,White,Male,2019-12-04 11:30:00,1.0,0.68,512.499,0.0019512233194601354
10051,10550,51478,1,7523 15 AV NW,NORA,J,701,21898,White,Female,2019-12-09 01:00:00,1.0,0.68,512.499,0.0019512233194601354
10052,10551,51479,1,7523 15 AV NW,NORA,J,1549,21898,White,Female,2019-12-09 00:45:00,1.0,0.68,512.499,0.0019512233194601354
10053,10554,50911,1,300 UNIVERSITY ST,WILLIAM,M,2109,18814,Asian,Female,2019-11-18 19:54:00,1.0,0.151,113.805,0.008786960151135713
10054,10555,51564,1,1013 8 AV,EDWARD,E,5141,3694,Black or African American,Male,2019-12-11 23:00:00,1.0,0.07,52.757,0.018954830638588244
10055,10556,51642,1,NE 65 ST / SAND POINT WY NE,NORA,U,1750,21948,White,Male,2019-12-12 23:17:00,1.0,0.68,512.499,0.0019512233194601354
10056,10557,51227,1,7121 LINDEN AV N,NORA,J,1663,21843,Black or African American,Male,2019-12-01 15:09:00,1.0,0.07,52.757,0.018954830638588244
10057,10558,51233,1,7121 LINDEN AV N,NORA,J,2203,21843,Black or African American,Male,2019-12-01 15:09:00,1.0,0.07,52.757,0.018954830638588244
10058,10559,51234,1,7121 LINDEN AV N,NORA,J,1852,21843,Black or African American,Male,2019-12-01 15:09:00,1.0,0.07,52.757,0.018954830638588244
10059,10560,51235,1,7121 LINDEN AV N,NORA,J,2783,21843,Black or African American,Male,2019-12-01 15:09:00,1.0,0.07,52.757,0.018954830638588244
10060,10561,51257,1,7121 LINDEN AV N,NORA,J,1551,21843,Black or African American,Male,2019-12-01 15:00:00,1.0,0.07,52.757,0.018954830638588244
10061,10562,50681,2,7345 43 AV S,SAM,S,1265,21686,Black or African American,Male,2019-11-11 12:31:00,1.0,0.07,52.757,0.018954830638588244
10062,10563,50682,2,7345 43 AV S,SAM,S,1269,21686,Black or African American,Male,2019-11-11 12:32:00,1.0,0.07,52.757,0.018954830638588244
10063,10564,50682,2,7345 43 AV S,SAM,S,1269,21688,Black or African American,Female,2019-11-11 12:32:00,1.0,0.07,52.757,0.018954830638588244
10065,10566,51356,1,2820 NE 127 ST,NORA,L,5297,21870,White,Female,2019-12-04 17:08:00,1.0,0.68,512.499,0.0019512233194601354
10066,10567,51355,1,2820 NE 127 ST,NORA,L,2229,17939,White,Female,2019-12-04 16:57:00,1.0,0.68,512.499,0.0019512233194601354
10067,10568,51354,1,2820 NE 127 ST,NORA,L,2202,17939,White,Female,2019-12-04 17:08:00,1.0,0.68,512.499,0.0019512233194601354
10070,10571,51666,1,6285 AIRPORT WY S,SAM,O,1597,21958,White,Male,2019-12-13 15:32:00,1.0,0.68,512.499,0.0019512233194601354
10074,10575,51932,1,427 12 AV,EDWARD,G,2125,12642,Black or African American,Male,2019-12-22 02:15:00,1.0,0.07,52.757,0.018954830638588244
10075,10576,52087,2,1125 34 AV,EDWARD,C,1229,22074,White,Male,2019-12-28 11:30:00,1.0,0.68,512.499,0.0019512233194601354
10076,10577,52088,1,1125 34 AV,EDWARD,C,585,22074,White,Male,2019-12-28 11:30:00,1.0,0.68,512.499,0.0019512233194601354
10077,10578,52085,1,1125 34 AV,EDWARD,C,1171,22074,White,Male,2019-12-28 11:30:00,1.0,0.68,512.499,0.0019512233194601354
10078,10579,51430,1,400 PINE ST,WILLIAM,M,5016,21885,White,Female,2019-12-06 21:00:00,1.0,0.68,512.499,0.0019512233194601354
10079,10580,51847,1,517 3 AV,WILLIAM,K,2438,17004,Black or African American,Female,2019-12-19 00:45:00,1.0,0.07,52.757,0.018954830638588244
10080,10581,51848,1,517 3 AV,WILLIAM,K,1889,17004,Black or African American,Female,2019-12-19 01:00:00,1.0,0.07,52.757,0.018954830638588244
10081,10582,51372,1,20 AV NE / NE 113 ST,NORA,L,5257,21871,White,Male,2019-12-05 06:00:00,1.0,0.68,512.499,0.0019512233194601354
10082,10583,51639,1,5619 11 AV NE,NORA,U,1665,21947,White,Male,2019-12-12 14:25:00,1.0,0.68,512.499,0.0019512233194601354
10083,10584,51736,1,2032 NW MARKET ST,NORA,B,1685,21969,White,Female,2019-12-16 07:00:00,1.0,0.68,512.499,0.0019512233194601354
10084,10585,51915,1,612 2 AV,WILLIAM,K,1889,22025,White,Male,2019-12-21 00:12:00,1.0,0.68,512.499,0.0019512233194601354
10085,10586,51067,2,7101 M L KING JR WY S,SAM,S,2420,7069,Black or African American,Male,2019-11-24 10:20:00,1.0,0.07,52.757,0.018954830638588244
10086,10587,51072,2,7127 M L KING JR WY S,SAM,S,1128,7069,Black or African American,Male,2019-11-24 10:10:00,1.0,0.07,52.757,0.018954830638588244
10087,10588,51073,2,7101 M L KING JR WY S,SAM,S,2241,7069,Black or African American,Male,2019-11-24 10:15:00,1.0,0.07,52.757,0.018954830638588244
10088,10589,51071,1,7127 M L KING JR WY S,SAM,S,1425,7069,Black or African American,Male,2019-11-24 10:10:00,1.0,0.07,52.757,0.018954830638588244
10089,10590,51076,1,3900 S OTHELLO ST,SAM,S,1529,7069,Black or African American,Male,2019-11-24 10:10:00,1.0,0.07,52.757,0.018954830638588244
10090,10591,51083,1,7101 M L KING JR WY S,SAM,S,1002,7069,Black or African American,Male,2019-11-24 10:10:00,1.0,0.07,52.757,0.018954830638588244
10091,10592,51916,1,12325 30 AV NE,NORA,L,2457,22019,White,Male,2019-12-21 01:45:00,1.0,0.68,512.499,0.0019512233194601354
10093,10594,51465,1,1414 E YESLER WY,EDWARD,G,2780,21894,Black or African American,Male,2019-12-07 17:26:00,1.0,0.07,52.757,0.018954830638588244
10094,10595,51467,1,1414 E YESLER WY,EDWARD,G,5239,21894,Black or African American,Male,2019-12-07 17:26:00,1.0,0.07,52.757,0.018954830638588244
10095,10596,52086,2,1125 34 AV,EDWARD,C,1640,22074,White,Male,2019-11-28 12:00:00,1.0,0.68,512.499,0.0019512233194601354
10096,10597,51399,1,800 S KING ST,WILLIAM,K,1855,21883,Black or African American,Male,2019-12-06 01:55:00,1.0,0.07,52.757,0.018954830638588244
10098,10599,52004,1,1700 HARVARD AV,EDWARD,E,2164,22045,White,Female,2019-12-25 03:28:00,1.0,0.68,512.499,0.0019512233194601354
10099,10600,52005,1,1702 HARVARD AV,EDWARD,E,5063,22045,White,Female,2019-12-25 03:45:00,1.0,0.68,512.499,0.0019512233194601354
10100,10601,51025,2,509 3 AV,WILLIAM,K,408,1791,Black or African American,Male,2019-11-21 21:14:00,1.0,0.07,52.757,0.018954830638588244
10101,10602,51763,1,1549 NE 145 ST,NORA,L,2156,21983,White,Female,2019-12-16 14:16:00,1.0,0.68,512.499,0.0019512233194601354
10102,10603,51773,1,1549 NE 145 ST,NORA,L,2424,21983,White,Female,2019-12-16 14:16:00,1.0,0.68,512.499,0.0019512233194601354
10103,10604,52071,1,1604 NE 50 ST,NORA,U,2095,22045,White,Female,2019-12-27 15:45:00,1.0,0.68,512.499,0.0019512233194601354
10104,10605,50823,1,3 AV / PINE ST,WILLIAM,M,1725,13825,White,Male,2019-11-15 20:06:00,1.0,0.68,512.499,0.0019512233194601354
10105,10606,50824,1,1500 3 AV,WILLIAM,M,5140,13825,White,Male,2019-11-15 20:06:00,1.0,0.68,512.499,0.0019512233194601354
10106,10608,50828,1,1500 3 AV,WILLIAM,M,1881,13825,White,Male,2019-11-15 20:06:00,1.0,0.68,512.499,0.0019512233194601354
10107,10609,50829,1,1530 3 AV,WILLIAM,M,1738,13825,White,Male,2019-11-15 20:07:00,1.0,0.68,512.499,0.0019512233194601354
10108,10610,51046,1,1431 3 AV,WILLIAM,M,2307,21772,White,Not Specified,2019-11-22 12:24:00,1.0,0.68,512.499,0.0019512233194601354
10109,10611,51056,1,12500 AURORA AV N,NORA,N,2240,21775,Hispanic or Latino,Male,2019-11-22 20:06:00,1.0,0.066,49.743,0.020103331121966907
10110,10612,51147,1,8825 RAINIER AV S,SAM,S,1825,21811,White,Female,2019-11-26 13:01:00,1.0,0.68,512.499,0.0019512233194601354
10111,10613,51206,1,800 MAYNARD AV S,WILLIAM,K,1889,21826,White,Female,2019-10-29 19:30:00,1.0,0.68,512.499,0.0019512233194601354
10112,10614,51288,1,5918 34 CT S,SAM,S,5109,5660,Black or African American,Male,2019-11-30 04:41:00,1.0,0.07,52.757,0.018954830638588244
10113,10615,51436,1,600 PINE ST,WILLIAM,M,1779,21884,Black or African American,Female,2019-12-06 16:10:00,1.0,0.07,52.757,0.018954830638588244
10114,10616,51447,1,102 PIKE ST,WILLIAM,M,1682,21849,Black or African American,Male,2019-12-02 11:54:00,1.0,0.07,52.757,0.018954830638588244
10117,10619,51658,1,206 BELL ST,WILLIAM,D,1672,21951,Black or African American,Female,2019-12-13 11:38:00,1.0,0.07,52.757,0.018954830638588244
10118,10620,51679,1,1028 1 AV S,WILLIAM,K,1861,21957,White,Male,2019-12-10 09:40:00,1.0,0.68,512.499,0.0019512233194601354
